Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Actual end),Custom field (Actual start),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Flagged),Custom field (Goals),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Request Type),Custom field (Sentiment),Sprint,Custom field (Start date),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Total forms),Custom field (Vulnerability),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Parent,Parent summary,Status Category,Status Category Changed
Change the Placeholder text for the Account Number field: Send Money,ZYG-29,10028,Bug,In Progress,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,Raymond Aderinto,5f6e4e4ded55c7006af8793c,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,18/Jun/24 2:03 PM,29/Jul/24 10:12 AM,09/Jul/24 10:29 AM,,,0,Minor,"When a user wants to send money, the account number field should have a placeholder to make it more visible 

h3. STEPS

# Login to the app
# Click on Send Money
# Choose “Send Money Locally”
# Input the amount and Narration
# Choose a bank to navigate to the screen where to input the account number

h3. EXPECTED RESULT 

The placeholder text should be related to users entering their account number in the field

h3. ACTUAL RESULT

The placeholder text says “0123456789“",,Adeniyi John,David Yamah,,,,62b2b7970c77011bdfdcd453,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,,,,,,,,,,,,,,,,,21/Jun/24 9:56 PM;ug:1a16ba24-7913-4aca-9dd9-a1d75dcb4a11;Account Number Placeholder text.HEIC;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10019,,,,,,,,,,,,,,,,,,,,,,,0|i0003a:zzzzo,,,Bug Sprint,,,,,,,,,,,"21/Jun/24 9:48 PM;62b2b7970c77011bdfdcd453;[~accountid:5d2cab6f52a8370c567f05c4] Please give [~accountid:5f6e4e4ded55c7006af8793c] a proper placeholder text for the Account Number field. 

PS: The current placeholder text says “0123456789“

CC: [~accountid:70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19] ",,,,,,,,,,,10001,BUGS,In Progress,09/Jul/24 10:29 AM
"Default Name Population in ""Save this Meter Number"" text field when toggled on",ZYG-28,10027,Bug,Ready for production,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,18/Jun/24 1:57 PM,21/Jun/24 10:49 PM,30/Aug/24 9:02 PM,,,0,Minor,"By default, the Name field in the “Save this Meter Number” section should automatically populate with the name associated with the Meter Number, although it can be edited.

h3. STEPS

# Login. to the app
# Navigate to the Other Payments section
# Click on the Electricity-Prepaid OR Electricity-Postpaid OR Cable TV card
# Follow the on-screen instructions
# Click on Proceed and make sure the transaction details modal is visible
# Toggle on the “Save this meter number“ feature

h3. EXPECTED RESULT 

It should show the name associated with the meter number once the “Save this meter number“ toggle is on

h3. ACTUAL RESULT

The field is blank",,Adeniyi John,David Yamah,,,,62b2b7970c77011bdfdcd453,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0001i:wi,,,Bug Sprint,,,,,,,,,,,,,,,,,,,,,,10001,BUGS,In Progress,21/Jun/24 7:04 PM
Government Payment: Blank Screen,ZYG-27,10026,Bug,WON'T DO/ CLOSED,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,18/Jun/24 1:53 PM,07/Jul/24 11:21 PM,30/Aug/24 9:02 PM,,,0,Minor,"Clicking on Government Payment from the list of options in the Other Payments section leads to a blank screen

h3. STEPS

# Login to the app
# Navigate to the Other Payments section
# Click on the Government Payment card

h3. EXPECTED RESULT 

This feature is not implemented yet so it should show a popup for Coming Soon

h3. ACTUAL RESULT

It leads to a blank screen",,Adeniyi John,David Yamah,,,,62b2b7970c77011bdfdcd453,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0001g:,,,Bug Sprint,,,,,,,,,,,,,,,,,,,,,,10001,BUGS,In Progress,21/Jun/24 7:26 PM
Account Balance Not Visible,ZYG-26,10025,Bug,Ready for production,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,18/Jun/24 1:46 PM,21/Jun/24 9:32 PM,30/Aug/24 9:02 PM,,,0,Major,"The account balance is not visible

h3. STEPS

# Login to the app
# Navigate to the Other Payments section
# Click on the Electricity-Prepaid or Electricity-Postpaid card
# Choose a Provider
# Enter your Meter number and proceed

h3. EXPECTED RESULT 

The account balance should be visible to the users

h3. ACTUAL RESULT

The account balance is not visible to the users",,Adeniyi John,David Yamah,,,,62b2b7970c77011bdfdcd453,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0001i:r,,,Bug Sprint,,,,,,,,,,,,,,,,,,,,,,10001,BUGS,In Progress,21/Jun/24 7:04 PM
Persistent Associated Name After Clearing Customer ID,ZYG-25,10024,Bug,In Progress,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,18/Jun/24 1:40 PM,10/Jul/24 8:14 AM,10/Jul/24 8:09 AM,,,0,Minor,"When the Customer ID is cleared, the associated name is still stuck

h3. STEPS

# Login to the app
# Navigate to the Other Payments section
# Click on the Cable TV card
# Choose a Provider
# Enter your customer ID
# Click on the select package field and select a package
# Edit the Customer ID

h3. EXPECTED RESULT 

When the Customer ID is cleared, the associated name should be cleared until a complete digit is inputted

h3. ACTUAL RESULT

When the Customer ID is cleared, the associated name is still stuck",,Adeniyi John,David Yamah,,,,62b2b7970c77011bdfdcd453,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0003a:z,,,Bug Sprint,,,,,,,,,,,"10/Jul/24 8:14 AM;62b2b7970c77011bdfdcd453;Currently, entering the Customer ID does not display the associated name. The name only appears when attempting to ""Save this meter number."" on the transaction details modal

Ideally, the associated name should appear beneath the Customer ID text field, similar to the account number field for Send Money.

If the Customer ID does not exist or the Provider service is down, the error message ""Account does not exist, please try again"" should be displayed in the same position where the associated name would appear.

CC: [~accountid:70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19] ",,,,,,,,,,,10001,BUGS,In Progress,19/Jun/24 10:23 AM
Cable TV: Non-Editable Amount Field After Selecting Package,ZYG-24,10023,Bug,Ready for production,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,18/Jun/24 1:36 PM,21/Jun/24 9:28 PM,30/Aug/24 9:02 PM,,,0,Major,"The amount field after selecting a package should not be editable

h3. STEPS

# Login. to the app
# Navigate to the Other Payments section
# Click on the Cable TV card
# Choose a Provider
# Enter the Customer ID and proceed
# Choose a Package

h3. EXPECTED RESULT 

The amount field after selecting a package should not be editable

h3. ACTUAL RESULT

The amount field after selecting a package is editable",,Adeniyi John,David Yamah,,,,62b2b7970c77011bdfdcd453,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0001i:i,,,Bug Sprint,,,,,,,,,,,,,,,,,,,,,,10001,BUGS,In Progress,21/Jun/24 7:22 PM
Persistent Transaction Failures,ZYG-23,10022,Bug,Ready for production,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,18/Jun/24 1:32 PM,25/Jul/24 11:46 AM,25/Jul/24 11:46 AM,,,0,Critical,"Transactions are consistently failing for AIRTIME TOP-UP, DATA SUBSCRIPTION, CABLE TV

h3. STEPS

Proceed to make a transaction on the app

h3. EXPECTED RESULT 

The transactions should go through

h3. ACTUAL RESULT

The transactions are getting failed",,Adeniyi John,David Yamah,,,,62b2b7970c77011bdfdcd453,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0003a:zzzzx,,,Bug Sprint,,,,,,,,,,,"19/Jun/24 10:49 AM;62b2b7970c77011bdfdcd453;[~accountid:712020:188b1e28-5229-4307-b932-746c6bf21187] Please provide a screenshot for when a problem is reported for a transaction so I can view what is shown on your end

CC: [~accountid:70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19] ","10/Jul/24 8:26 AM;62b2b7970c77011bdfdcd453;Currently, On prod env, transactions are not failing but I’ll put this here in “Testing in Progress“ until affirmed that transfers, bills & payments, and all other transactions work fine",,,,,,,,,,10001,BUGS,In Progress,04/Jul/24 10:07 AM
Non-Functional Select Package Search Bar,ZYG-22,10021,Bug,Ready for production,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,18/Jun/24 1:30 PM,09/Jul/24 8:51 AM,09/Jul/24 7:00 PM,,,0,Major,"The Select Package search bar is not functional. When a search query is entered, no search results are displayed.

h3. STEPS

# Login to the app
# Navigate to the Other Payments section
# Click on the Data Subscription card
# Enter your phone number or choose from the contact
# Choose a network provider
# Click on the select package field and use the search bar
# Navigate to the Other Payments section
# Click on the Cable TV card
# Choose a Provider
# Enter your Customer ID
# Click on the select package field and use the search bar

h3. EXPECTED RESULT 

When a search query is entered, search results should be displayed.

h3. ACTUAL RESULT

When a search query is entered, no search results are displayed.",,Adeniyi John,ayokodipo,David Yamah,,,62b2b7970c77011bdfdcd453,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,,,,,,,,,,,,,,,,09/Jul/24 8:46 AM;ug:01a586d5-b8e7-49e4-a2d9-bbd2a02e4352;Img 9268.mp4;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10077,,,,,,,,,,,,,,,,,,,,,,,0|i0001i:,,,Bug Sprint,,,,,,,,,2024-07-09 07:46:11.956,,"09/Jul/24 8:46 AM;712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2;Fixed.

!Img 9268.mp4|width=720,height=1280,alt=""Img 9268.mp4""!",,,,,,,,,,,10001,BUGS,In Progress,23/Jun/24 6:14 PM
Missing Transaction Status Notifications,ZYG-21,10020,Bug,Ready for production,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,18/Jun/24 1:26 PM,10/Jul/24 8:00 AM,10/Jul/24 7:55 AM,,,0,Minor,"There are no push or email notifications informing users of the status of their transactions: AIRTIME TOP-UP, DATA SUBSCRIPTION, ELECTRICITY PREPAID/POSTPAID, 

h3. STEPS

# Login to your account
# Click on Other Payments card on the Home section OR Click on Payments in the Bottom Nav Bar
# Click Airtime Topup and proceed to make a transaction using the On-screen instructions 
# Navigate back to the Other Payments section
# Click Data Subscription and proceed to make a transaction using the On-screen instructions
# Navigate back to the Other Payments section
# Click Electricity-Prepaid and proceed to make a transaction using the On-screen instructions
# Navigate back to the Other Payments section
# Click Electricity-Postpaid and proceed to make a transaction using the On-screen instructions

h3. EXPECTED RESULT 

There should be Push Notifications and Email Notifications sent since they are activated in the settings of the user account

h3. ACTUAL RESULT

There are no push or email notifications sent to the user related to these transactions",,Adeniyi John,David Yamah,Michael David,,,62b2b7970c77011bdfdcd453,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,712020:61bce7d8-9fa0-45f1-8e8f-50f082f3696a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0002d:,,,Bug Sprint,,,,,,,,,2024-07-08 14:13:36.578,,08/Jul/24 3:13 PM;712020:61bce7d8-9fa0-45f1-8e8f-50f082f3696a;[~accountid:62b2b7970c77011bdfdcd453] Kindly retest this,,,,,,,,,,,10001,BUGS,In Progress,04/Jul/24 7:47 AM
"""Get Help"" Link Error",ZYG-20,10019,Bug,Ready for production,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,18/Jun/24 1:14 PM,07/Jul/24 1:58 PM,30/Aug/24 9:02 PM,,,0,Major,"Get Help leads to an error page

h3. STEPS

# Create an account
# Create a passcode
# On the complete account setup screen, click on the “I’ll do this later“ to access the dashboard
# Click on More on the Bottom Nav Bar
# Locate “Get Help“ and click it

h3. EXPECTED RESULT 

Clicking on “Get Help” should navigate to a screen where users can get help regarding issues they might encounter on the app or probably articles

h3. ACTUAL RESULT

Clicking on “Get Help” navigates to an error screen",,Adeniyi John,ayokodipo,David Yamah,,,62b2b7970c77011bdfdcd453,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,,,,,,,,,,,,,,,,19/Jun/24 10:34 AM;ug:01a586d5-b8e7-49e4-a2d9-bbd2a02e4352;IMG-20240614-WA0010.jpg;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10006,29/Jun/24 10:09 AM;ug:01a586d5-b8e7-49e4-a2d9-bbd2a02e4352;Screenshot_20240629-100703.jpg;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10054,29/Jun/24 9:54 AM;ug:01a586d5-b8e7-49e4-a2d9-bbd2a02e4352;VID_20240629_095248.mp4;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10053,,,,,,,,,,,,,,,,,,,,,0|i0001h:,,,Bug Sprint,,,,,,,,,2024-06-29 08:54:03.656,,"29/Jun/24 9:54 AM;712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2;Fix is confirmed. 

!VID_20240629_095248.mp4|width=1080,height=1920,alt=""VID_20240629_095248.mp4""!",29/Jun/24 9:56 AM;62b2b7970c77011bdfdcd453;Are they not moved to Ready for Production??,"29/Jun/24 10:09 AM;712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2;[~accountid:62b2b7970c77011bdfdcd453] You mean this? 

!Screenshot_20240629-100703.jpg|width=1080,height=2400,alt=""Screenshot_20240629-100703.jpg""!",,,,,,,,,10001,BUGS,In Progress,21/Jun/24 7:27 PM
Restrict Weak Passcodes in Security Settings,ZYG-19,10018,Bug,WON'T DO/ CLOSED,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,18/Jun/24 1:11 PM,09/Jul/24 11:03 AM,09/Jul/24 9:13 AM,,,0,Major,"In the “Change Password” and “Change Transaction PIN” sections under Security, the passcode can be changed to a weak passcode such as “123456.” This should not be

h3. STEPS

# Create an account
# Create a passcode
# On the complete account setup screen, click on the “I’ll do this later“ to access the dashboard
# Click on More on the Bottom Nav Bar
# Locate “Security“ and click it
# Locate “Change Passcode“ and “Change Transaction PIN“
# Input a new passcode or transaction PIN as “123456“

h3. EXPECTED RESULT 

Inputting “123456“ as the new passcode or transaction when trying to change the passcode or transaction PIN should give an error message indicating that a weak passcode has been used

h3. ACTUAL RESULT

Inputting “123456“ can. be used as a new passcode for the passcode and transaction PIN",,Adeniyi John,David Yamah,,,,62b2b7970c77011bdfdcd453,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0003a:zzu,,,Bug Sprint,,,,,,,,,,,"09/Jul/24 9:14 AM;62b2b7970c77011bdfdcd453;This is not fixed yet or maybe their fixes are not reflecting: I can still change my passcode and transaction PIn to a weak one

CC: [~accountid:70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19] ",,,,,,,,,,,10001,BUGS,In Progress,09/Jul/24 8:43 AM
Improve Grammar in Change Password Error Message,ZYG-18,10017,Bug,Ready for production,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,18/Jun/24 1:06 PM,07/Jul/24 11:22 PM,07/Jul/24 11:22 PM,,,0,Minor,"In the “Change Password” section under Security, the grammar in the error message displayed when the previous passcode is incorrect needs improvement.

h3. STEPS

# Create an account
# Create a passcode
# On the complete account setup, Click on “I’ll do this later” so as to access the Dashboard
# Click on More on the Bottom Nav bar
# Locate Security and click on it
# Locate the Change Passcode and click on it
# Input an Invalid “Old passcode“
# Input a new passcode
# Click on the Proceed button to see the error message

h3. EXPECTED RESULT 

The error message should be “Your previous password is incorrect“

h3. ACTUAL RESULT

The error message is “you previous password is incorrect“",,Adeniyi John,David Yamah,folaranmiaderinto,,,62b2b7970c77011bdfdcd453,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,712020:af655a80-53c3-4600-8121-2d72f4132621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0001i:wm,,,Bug Sprint,,,,,,,,,2024-06-19 09:10:02.962,,19/Jun/24 10:10 AM;712020:af655a80-53c3-4600-8121-2d72f4132621;response comes from backend,,,,,,,,,,,10001,BUGS,In Progress,26/Jun/24 4:38 PM
"[UI ISSUE] Redesign ""Coming Soon"" Card",ZYG-17,10016,Bug,Ready for production,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,18/Jun/24 12:59 PM,29/Jul/24 11:33 AM,29/Jul/24 11:33 AM,,,0,Minor,"Personally, I think that the Coming soon card needs a redesign

h3. STEPS



h3. EXPECTED RESULT 

h3. ACTUAL RESULT",,Adeniyi John,David Yamah,Edward French,,,62b2b7970c77011bdfdcd453,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,70121:74964859-65d0-4408-b9d7-c71f323c2149,,,,,,,,,,,,,,,,,19/Jun/24 10:33 AM;ug:01a586d5-b8e7-49e4-a2d9-bbd2a02e4352;20240619_103143.heic;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10005,,,,,,,,,,,,,,,,,,,,,,,0|i0003a:zzr,,,Bug Sprint,,,,,,,,,2024-06-18 15:53:43.373,,"18/Jun/24 4:53 PM;70121:74964859-65d0-4408-b9d7-c71f323c2149;[~accountid:5d2cab6f52a8370c567f05c4] Please redesign and consider whether we should have a couple of coming soon pages so that we can gather data on what users want to use, or just hide buttons for functionality which hasn’t been built yet.",11/Jul/24 2:00 PM;70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19;[~accountid:62b2b7970c77011bdfdcd453] is somehting blocking this?,"11/Jul/24 2:10 PM;62b2b7970c77011bdfdcd453;This is not reflecting yet



I don't know if Raymond has replicated the designs that Kelvin did yet but it's still the same old design



CC: [~accountid:70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19] ",11/Jul/24 4:34 PM;70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19;[~accountid:5f6e4e4ded55c7006af8793c] can you confirm?,"25/Jul/24 12:27 PM;70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19;[~accountid:5f6e4e4ded55c7006af8793c] can you confirm ?

cc [~accountid:62b2b7970c77011bdfdcd453] ","25/Jul/24 12:31 PM;62b2b7970c77011bdfdcd453;I don't think it has been done and if it is, then it's not reflecting 



Besides, [~accountid:712020:af655a80-53c3-4600-8121-2d72f4132621] / [~accountid:5f6e4e4ded55c7006af8793c]   The “Request Money” button on the home screen is not responsive, you can help check that too when fixing the Coming Soon cards



Thanks🙏 



CC: [~accountid:70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19] 

",29/Jul/24 10:03 AM;70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19;[~accountid:5f6e4e4ded55c7006af8793c] ,29/Jul/24 11:18 AM;70121:74964859-65d0-4408-b9d7-c71f323c2149;[~accountid:62b2b7970c77011bdfdcd453] Please could you share a screenshot now if it’s not showing as updated,29/Jul/24 11:33 AM;62b2b7970c77011bdfdcd453;This is done already [~accountid:70121:74964859-65d0-4408-b9d7-c71f323c2149] so I’ll go ahead to move it to Ready for Production now,,,10001,BUGS,In Progress,25/Jun/24 3:29 AM
User Identification -> Additional Document Upload Feature,ZYG-16,10015,Story,WON'T DO/ CLOSED,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,,,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,18/Jun/24 12:57 PM,24/Jul/24 12:31 PM,30/Aug/24 9:02 PM,,,0,,"The Voter’s Identification Number, Advanced Driver’s License, and International Passport options should include a feature for uploading documents instead of using NIN with Face

h3. STEPS

# Create an account
# Create a passcode
# On the complete account setup screen, locate the User Identification card
# Click on the card

h3. EXPECTED RESULT 

The options Voter’s Identification Number, Advanced Driver’s License, and International Passport should have a field for uploading proof of Identification

h3. ACTUAL RESULT

There is no field for uploading these docs. Only asks for number not an image of the document itself.",,Adeniyi John,David Yamah,,,,62b2b7970c77011bdfdcd453,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000m3:,,,Bug Sprint,,,,,,,,,,,,,,,,,,,,,,,,In Progress,24/Jul/24 12:31 PM
NIN with Face Proof of Identification Selection Indicator Issue,ZYG-15,10014,Bug,WON'T DO/ CLOSED,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,18/Jun/24 12:51 PM,29/Jun/24 9:37 AM,30/Aug/24 9:02 PM,,,0,Major,"When selecting a proof of identification on the NIN with Face option, it does not indicate that the proof has been selected.

h3. STEPS

# Create an account
# Create a passcode
# On the complete account setup screen, locate the 
# User Identification card
# Click on the card
# Change the option from “Voters Identification Number“ to “NIN with Face“
# Upload a proof of identification

h3. EXPECTED RESULT 

After Uploading the proof of Identification, the field should show that the identification has been successfully selected

h3. ACTUAL RESULT

The field remains as it was when there was no selected proof",,Adeniyi John,David Yamah,,,,62b2b7970c77011bdfdcd453,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0001f:,,,Bug Sprint,,,,,,,,,,,,,,,,,,,,,,10001,BUGS,In Progress,22/Jun/24 9:25 PM
